,GeoName,IndustryClassification,Description,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2480,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51,  Information,18699.9,23162.5,23691.8,25778.1,25708.9,26960.3,38566.6,37103.5,38668.1,41747.3,43880.3
2485,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","52, 53","  Finance, insurance, real estate, rental, and leasing",87057.3,83157.9,86925.6,86579.3,88722.6,92082.8,90395.6,89861.5,92561.3,93529.1,95057.6
2486,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",52,   Finance and insurance,36120.3,30846.2,33374.8,33122.0,34730.0,35324.1,33979.1,36250.6,38244.9,37976.8,38993.0
2491,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53,   Real estate and rental and leasing,50610.4,52355.9,53550.8,53459.7,53957.7,56770.0,56488.9,53412.5,53997.1,55325.5,55775.7
2494,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","54, 55, 56",  Professional and business services,49121.0,51539.2,48693.1,49467.7,50755.4,52789.8,,,55861.1,56658.7,58573.6
2495,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",54,"   Professional, scientific, and technical services",,,,,,,32667.4,33092.4,,34277.0,
2496,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",55,   Management of companies and enterprises,,,,,,,,,,,
2497,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",56,   Administrative and support and waste management and remediation services,9422.3,9495.2,8847.6,9491.2,9809.4,9860.0,,10301.1,,,
2500,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","61, 62","  Educational services, health care, and social assistance",34095.7,35728.5,36615.1,36414.6,36962.3,37347.1,37569.7,38378.4,39008.1,39481.0,40354.0
2501,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",61,   Educational services,7276.0,7562.8,7909.2,7896.4,7869.4,7914.4,7576.4,7762.5,7615.9,7738.0,7770.2
2502,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",62,   Health care and social assistance,26820.1,28165.4,28705.9,28518.1,29094.6,29435.6,30015.2,30636.6,31437.2,31785.6,32642.3
2506,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","71, 72","  Arts, entertainment, recreation, accommodation, and food services",9950.3,9403.9,8863.1,9526.4,9986.6,10148.9,10135.8,10166.0,10222.8,10354.0,10408.6
2507,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",71,"   Arts, entertainment, and recreation",3206.3,3117.9,3006.9,3414.7,3613.6,3604.7,3596.9,3638.0,3619.9,3778.7,3816.4
2510,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",72,   Accommodation and food services,6749.2,6287.2,5856.2,6112.0,6373.3,6544.3,6538.9,6528.8,6602.5,6579.0,6596.7
2513,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",81,  Other services (except government and government enterprises),7238.6,6882.4,6462.3,6352.9,6322.4,6468.2,6095.0,6221.7,6188.8,6362.7,6429.7
2518,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","11, 21",Natural resources and mining,738.7,,1027.2,947.7,879.7,,,,,,1637.1
2519,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","42, 44-45",Trade,41997.8,40574.9,37956.6,38677.7,38699.8,38988.4,40221.6,41409.3,,,
2525,"Phoenix-Mesa-Scottsdale, AZ",11,"  Agriculture, forestry, fishing, and hunting",679.7,554.6,345.8,406.7,532.3,496.8,604.2,711.1,537.4,671.3,594.5
2528,"Phoenix-Mesa-Scottsdale, AZ",21,"  Mining, quarrying, and oil and gas extraction",2800.4,2530.5,1984.0,1753.5,1862.0,1993.1,1834.0,2218.3,1988.6,1906.3,2173.9
2532,"Phoenix-Mesa-Scottsdale, AZ",22,  Utilities,4376.5,4474.3,4186.5,4374.6,4434.6,4039.0,3917.6,3727.9,3789.5,4081.1,4121.5
2533,"Phoenix-Mesa-Scottsdale, AZ",23,  Construction,18050.3,13842.5,8683.8,7788.3,6984.6,7390.2,8008.7,7700.3,8162.7,8731.7,9230.1
2534,"Phoenix-Mesa-Scottsdale, AZ",31-33,  Manufacturing,18018.0,17187.4,14984.2,15993.0,17079.7,17917.1,15760.1,17236.5,18200.9,18124.1,18911.5
2556,"Phoenix-Mesa-Scottsdale, AZ",42,  Wholesale trade,14589.6,14074.7,12360.5,12282.3,12301.6,12960.0,12646.2,12688.4,12936.3,13403.5,13870.8
2557,"Phoenix-Mesa-Scottsdale, AZ",44-45,  Retail trade,15875.2,14254.2,13131.4,13352.9,14701.0,14682.3,14325.9,15457.6,15831.7,16451.6,17103.5
2558,"Phoenix-Mesa-Scottsdale, AZ",48-49,  Transportation and warehousing,5894.9,5618.7,5206.2,5490.6,5444.1,5509.9,5186.9,5301.5,5419.4,5461.9,5772.6
2567,"Phoenix-Mesa-Scottsdale, AZ",51,  Information,5406.6,5227.8,5237.7,5222.9,5315.7,5542.1,6182.2,6866.3,7449.6,7946.8,8067.9
2572,"Phoenix-Mesa-Scottsdale, AZ","52, 53","  Finance, insurance, real estate, rental, and leasing",46107.3,44918.4,42144.5,42592.2,43185.0,45010.4,46205.6,47068.7,49609.1,50043.8,50809.0
2573,"Phoenix-Mesa-Scottsdale, AZ",52,   Finance and insurance,11732.4,10219.0,10193.2,11600.8,12451.2,14184.2,13884.5,13475.1,14768.0,14040.1,14372.7
2578,"Phoenix-Mesa-Scottsdale, AZ",53,   Real estate and rental and leasing,34274.4,34734.0,31951.3,30963.4,30672.1,30682.0,32232.5,33577.6,34746.8,36058.0,36468.8
2581,"Phoenix-Mesa-Scottsdale, AZ","54, 55, 56",  Professional and business services,24125.5,24451.6,22227.6,21912.9,22530.8,23249.3,24267.5,25256.9,25909.8,26948.5,28080.9
2582,"Phoenix-Mesa-Scottsdale, AZ",54,"   Professional, scientific, and technical services",11332.9,11797.7,10874.4,10648.1,11039.3,11266.7,11183.4,11414.5,11908.6,12642.1,13001.6
2583,"Phoenix-Mesa-Scottsdale, AZ",55,   Management of companies and enterprises,2864.5,2856.2,2639.4,2516.7,2503.8,2771.1,3157.2,3533.2,3563.5,3650.2,3930.2
2584,"Phoenix-Mesa-Scottsdale, AZ",56,   Administrative and support and waste management and remediation services,9927.5,9797.0,8713.9,8749.5,8988.3,9213.3,9948.3,10343.7,10465.3,10679.8,11184.1
2587,"Phoenix-Mesa-Scottsdale, AZ","61, 62","  Educational services, health care, and social assistance",14250.6,15455.5,15785.9,16123.7,16609.7,16833.4,16944.8,17387.0,18050.3,18675.3,19780.1
2588,"Phoenix-Mesa-Scottsdale, AZ",61,   Educational services,1748.8,1932.3,2179.1,2373.8,2416.4,2424.5,2270.2,2286.8,2276.8,2208.6,2262.5
2589,"Phoenix-Mesa-Scottsdale, AZ",62,   Health care and social assistance,12501.2,13522.7,13606.8,13749.5,14193.3,14409.7,14684.1,15113.3,15796.4,16507.3,17570.3
2593,"Phoenix-Mesa-Scottsdale, AZ","71, 72","  Arts, entertainment, recreation, accommodation, and food services",8910.4,8209.8,7622.4,7812.6,8108.4,8258.2,8700.2,8400.8,8424.9,8422.2,8923.6
2594,"Phoenix-Mesa-Scottsdale, AZ",71,"   Arts, entertainment, and recreation",1977.4,1975.3,1928.9,2000.1,1963.8,2119.3,2177.1,2348.6,2241.7,2310.0,2530.6
2597,"Phoenix-Mesa-Scottsdale, AZ",72,   Accommodation and food services,6938.9,6235.8,5693.6,5812.5,6144.7,6139.4,6522.8,6058.2,6185.7,6117.1,6401.8
2600,"Phoenix-Mesa-Scottsdale, AZ",81,  Other services (except government and government enterprises),4313.5,4087.4,3811.6,3641.5,3661.6,3761.6,3688.9,3846.6,3905.6,3961.7,4129.8
2605,"Phoenix-Mesa-Scottsdale, AZ","11, 21",Natural resources and mining,3523.0,3102.8,2329.8,2161.6,2405.9,2488.8,2472.9,2966.4,2540.7,2603.8,2794.9
2606,"Phoenix-Mesa-Scottsdale, AZ","42, 44-45",Trade,30478.3,28318.8,25491.9,25634.1,26990.4,27637.4,26967.4,28129.7,28750.7,29836.6,30955.5
2612,"Pittsburgh, PA",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,,,51.4,47.4,44.8
2615,"Pittsburgh, PA",21,"  Mining, quarrying, and oil and gas extraction",1669.6,1815.4,2373.6,,3396.1,3836.6,4743.9,6996.0,9109.3,10525.4,14166.7
2619,"Pittsburgh, PA",22,  Utilities,2988.2,2907.0,2463.6,2812.1,2949.9,2814.6,2587.4,2467.2,2512.5,2462.2,2521.6
2620,"Pittsburgh, PA",23,  Construction,4718.9,4850.8,4963.0,5031.3,5294.0,5697.0,5770.0,5834.5,5706.8,5429.5,5691.0
2621,"Pittsburgh, PA",31-33,  Manufacturing,12121.6,11904.8,10501.0,10457.6,10592.3,10740.2,11191.3,11512.3,11750.2,11989.0,12007.2
2643,"Pittsburgh, PA",42,  Wholesale trade,7858.8,7847.4,6947.8,7092.0,7150.4,7053.3,7085.5,7210.9,7411.4,7206.3,7226.5
2644,"Pittsburgh, PA",44-45,  Retail trade,5775.0,5779.1,5729.5,6146.3,6483.9,6504.0,6485.8,6306.9,6536.2,6812.0,6915.7
2645,"Pittsburgh, PA",48-49,  Transportation and warehousing,3335.3,2774.6,2648.7,2835.7,2876.9,2814.6,3096.3,3352.4,3699.6,3459.1,3579.5
2654,"Pittsburgh, PA",51,  Information,2865.5,2670.4,2985.6,3144.6,3299.2,3089.8,3666.8,3685.7,4029.5,4161.8,4504.9
2659,"Pittsburgh, PA","52, 53","  Finance, insurance, real estate, rental, and leasing",19696.3,18533.5,21831.0,22673.4,23089.5,22831.7,22248.4,23496.1,22780.9,22878.4,23740.6
2660,"Pittsburgh, PA",52,   Finance and insurance,6590.7,5285.1,7522.1,7568.8,7507.3,7685.5,7765.9,7972.1,8048.5,7737.6,8151.9
2665,"Pittsburgh, PA",53,   Real estate and rental and leasing,13060.1,13305.4,14308.9,15109.9,15597.8,15143.4,14453.9,15520.8,14684.4,15150.2,15576.8
2668,"Pittsburgh, PA","54, 55, 56",  Professional and business services,,,,17350.2,,,18975.3,18782.3,19880.6,19524.9,19518.7
2669,"Pittsburgh, PA",54,"   Professional, scientific, and technical services",8092.1,8925.7,8750.4,8850.8,9010.6,8931.2,8874.6,9032.8,9470.3,9687.8,9514.4
2670,"Pittsburgh, PA",55,   Management of companies and enterprises,,,,,5835.9,6446.1,6820.8,6536.0,7253.2,6758.1,6787.5
2671,"Pittsburgh, PA",56,   Administrative and support and waste management and remediation services,,,,,,,3302.8,3221.1,3184.7,3074.4,3215.5
2674,"Pittsburgh, PA","61, 62","  Educational services, health care, and social assistance",13235.1,13758.2,13920.5,14013.0,14258.8,14319.4,,,14475.8,14394.7,14755.4
2675,"Pittsburgh, PA",61,   Educational services,2598.8,2647.1,2789.8,2854.7,2840.3,2819.6,,,2590.0,2556.8,2558.6
2676,"Pittsburgh, PA",62,   Health care and social assistance,10636.6,11110.8,11130.8,11158.1,11419.2,11501.4,11696.8,11670.2,11906.6,11860.6,12227.3
2680,"Pittsburgh, PA","71, 72","  Arts, entertainment, recreation, accommodation, and food services",4066.9,4031.0,3988.7,4212.3,4488.9,4448.1,4578.6,4738.2,4722.6,4669.6,4739.8
2681,"Pittsburgh, PA",71,"   Arts, entertainment, and recreation",1480.4,1489.0,1545.0,1644.9,1795.8,1856.2,1917.3,2039.5,1971.2,1957.4,2024.5
2684,"Pittsburgh, PA",72,   Accommodation and food services,2588.8,2543.3,2443.8,2567.4,2693.1,2592.1,2661.5,2700.4,2751.3,2712.3,2717.1
2687,"Pittsburgh, PA",81,  Other services (except government and government enterprises),2940.2,2833.1,2716.5,2662.1,2608.5,2489.6,2462.8,2480.8,2746.8,2748.4,2748.3
2692,"Pittsburgh, PA","11, 21",Natural resources and mining,,,,2750.6,,,,,9145.4,10548.7,14170.1
2693,"Pittsburgh, PA","42, 44-45",Trade,13621.7,13615.1,12677.3,13237.0,13630.4,13552.1,13566.7,13516.6,13945.8,14011.8,14135.0
2699,"Portland-Vancouver-Hillsboro, OR-WA",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,681.4,736.0,914.8,1056.4,
2702,"Portland-Vancouver-Hillsboro, OR-WA",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,58.0,74.7,84.6,106.6,
2706,"Portland-Vancouver-Hillsboro, OR-WA",22,  Utilities,,,,,,,,,,1858.7,1968.0
2707,"Portland-Vancouver-Hillsboro, OR-WA",23,  Construction,5896.4,5338.1,4455.9,4012.0,4147.5,4486.4,4798.8,4876.3,4900.1,5369.3,5678.7
2708,"Portland-Vancouver-Hillsboro, OR-WA",31-33,  Manufacturing,26622.9,35301.2,39602.0,49062.3,55542.3,46822.2,41471.1,40129.4,39023.9,40204.6,40529.1
2730,"Portland-Vancouver-Hillsboro, OR-WA",42,  Wholesale trade,,,,,9233.0,,,,,8807.6,9306.7
2731,"Portland-Vancouver-Hillsboro, OR-WA",44-45,  Retail trade,5699.3,5482.4,5251.0,5381.0,5317.3,5447.5,5743.5,5963.4,6328.1,6744.8,7123.5
2732,"Portland-Vancouver-Hillsboro, OR-WA",48-49,  Transportation and warehousing,,,,,,,3289.3,3366.8,3413.3,3503.5,3672.2
2741,"Portland-Vancouver-Hillsboro, OR-WA",51,  Information,4676.3,,,,,,4819.7,,5563.1,,
2746,"Portland-Vancouver-Hillsboro, OR-WA","52, 53","  Finance, insurance, real estate, rental, and leasing",24252.3,,,,,23510.4,23449.8,24737.0,26986.5,,28059.8
2747,"Portland-Vancouver-Hillsboro, OR-WA",52,   Finance and insurance,5232.3,4704.7,5371.5,5223.6,5348.0,5464.5,5121.8,5529.7,6592.4,6301.6,6367.7
2752,"Portland-Vancouver-Hillsboro, OR-WA",53,   Real estate and rental and leasing,19009.5,,,,,18030.7,18341.5,19207.9,20325.6,,21700.9
2755,"Portland-Vancouver-Hillsboro, OR-WA","54, 55, 56",  Professional and business services,12440.6,13051.9,12049.3,12273.4,12805.7,13459.8,16000.6,17129.3,18610.4,19357.7,20186.1
2756,"Portland-Vancouver-Hillsboro, OR-WA",54,"   Professional, scientific, and technical services",,6882.9,,6525.4,6871.5,,,,,9006.4,
2757,"Portland-Vancouver-Hillsboro, OR-WA",55,   Management of companies and enterprises,,3058.8,,2765.5,2859.7,,,,,6530.8,
2758,"Portland-Vancouver-Hillsboro, OR-WA",56,   Administrative and support and waste management and remediation services,3113.7,3111.0,2816.4,2983.7,3074.4,3291.1,3489.8,3705.4,3851.3,3874.8,4010.3
2761,"Portland-Vancouver-Hillsboro, OR-WA","61, 62","  Educational services, health care, and social assistance",8395.4,8930.1,8917.6,8896.0,8996.8,9428.6,9500.6,9687.5,10262.1,10562.7,10956.3
2762,"Portland-Vancouver-Hillsboro, OR-WA",61,   Educational services,,,,,,,,,,,
2763,"Portland-Vancouver-Hillsboro, OR-WA",62,   Health care and social assistance,,,,,,,,,,,
2767,"Portland-Vancouver-Hillsboro, OR-WA","71, 72","  Arts, entertainment, recreation, accommodation, and food services",3571.6,3520.9,3326.1,3485.2,3522.3,3796.9,3939.7,4172.2,4408.6,4557.6,4830.5
2768,"Portland-Vancouver-Hillsboro, OR-WA",71,"   Arts, entertainment, and recreation",830.4,845.5,823.6,888.2,875.9,959.8,,1028.9,1037.5,1095.1,1205.6
2771,"Portland-Vancouver-Hillsboro, OR-WA",72,   Accommodation and food services,2742.8,2675.9,2502.5,2597.1,2646.4,2837.1,,3142.4,3368.6,3460.9,3625.4
2774,"Portland-Vancouver-Hillsboro, OR-WA",81,  Other services (except government and government enterprises),2699.8,2580.1,2408.3,2364.2,2366.6,2494.2,2492.5,,2650.9,2750.4,
2779,"Portland-Vancouver-Hillsboro, OR-WA","11, 21",Natural resources and mining,,864.9,999.5,836.6,710.2,699.6,741.9,810.7,1001.0,1163.8,1100.6
2780,"Portland-Vancouver-Hillsboro, OR-WA","42, 44-45",Trade,,,,,14551.7,,,,,15530.3,16406.9
2786,"Raleigh, NC",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,,,,255.3,248.1
2789,"Raleigh, NC",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,,,,69.1,
2793,"Raleigh, NC",22,  Utilities,,,,,,,,,1186.5,,
2794,"Raleigh, NC",23,  Construction,3281.7,2892.8,2314.2,2221.7,2170.2,2417.6,2442.1,2504.9,2678.2,2861.8,3037.9
2795,"Raleigh, NC",31-33,  Manufacturing,8182.7,8150.4,8351.1,8618.3,10061.8,8782.4,9326.1,9162.8,10376.8,10102.4,10226.9
2817,"Raleigh, NC",42,  Wholesale trade,4112.1,4072.6,3559.2,3762.5,3861.9,4221.4,4484.4,4873.2,5295.9,5453.9,5821.0
2818,"Raleigh, NC",44-45,  Retail trade,2971.9,2960.4,2894.3,2891.1,2894.3,3021.2,3149.8,3380.0,3595.7,3824.2,3980.0
2819,"Raleigh, NC",48-49,  Transportation and warehousing,,,,,,,,,741.2,,
2828,"Raleigh, NC",51,  Information,3098.7,3572.8,3617.4,3858.3,3968.6,4167.2,4493.7,4692.2,5456.3,6020.9,6220.5
2833,"Raleigh, NC","52, 53","  Finance, insurance, real estate, rental, and leasing",10697.4,11327.7,11676.0,11747.9,11335.4,12427.9,11585.9,12248.5,13251.6,13646.4,13677.1
2834,"Raleigh, NC",52,   Finance and insurance,2030.5,2515.8,2667.0,2732.8,2573.6,2901.6,2700.9,3327.0,3770.1,3824.2,3908.8
2839,"Raleigh, NC",53,   Real estate and rental and leasing,8712.8,8816.4,9009.0,9013.9,8764.0,9523.1,8882.5,8858.9,9387.5,9736.5,9666.3
2842,"Raleigh, NC","54, 55, 56",  Professional and business services,7823.5,8180.8,7913.8,8546.1,8787.8,9347.6,9751.2,10354.0,10944.9,11680.2,12270.9
2843,"Raleigh, NC",54,"   Professional, scientific, and technical services",4638.6,4954.9,4832.7,5100.9,5273.1,,5756.3,,,7251.0,
2844,"Raleigh, NC",55,   Management of companies and enterprises,1211.4,1214.1,1151.9,1274.6,1296.0,,,,,1454.0,
2845,"Raleigh, NC",56,   Administrative and support and waste management and remediation services,1974.9,2012.1,1929.2,2171.3,2219.1,2365.7,,2819.1,2812.3,2971.9,3040.3
2848,"Raleigh, NC","61, 62","  Educational services, health care, and social assistance",3598.9,3860.3,3918.2,3873.8,3900.2,4068.3,4109.2,4361.2,4514.2,4777.8,5002.0
2849,"Raleigh, NC",61,   Educational services,413.8,452.0,,459.8,478.1,485.7,471.0,479.8,482.3,489.0,504.8
2850,"Raleigh, NC",62,   Health care and social assistance,3184.9,3408.3,,3414.0,3421.9,3582.8,3639.3,3884.1,4036.0,4295.4,4505.0
2854,"Raleigh, NC","71, 72","  Arts, entertainment, recreation, accommodation, and food services",1615.8,1561.8,1529.3,1616.3,1782.7,1792.8,1727.0,1840.8,1902.2,1952.0,
2855,"Raleigh, NC",71,"   Arts, entertainment, and recreation",326.9,336.7,389.5,421.1,417.8,436.5,419.7,444.1,443.4,455.7,
2858,"Raleigh, NC",72,   Accommodation and food services,1291.2,1226.3,1139.7,1195.2,1364.7,1356.2,1307.2,1396.5,1458.1,1495.6,1526.3
2861,"Raleigh, NC",81,  Other services (except government and government enterprises),1279.3,1244.3,1177.5,1146.0,1128.0,1213.3,1232.0,1280.6,1305.9,1366.8,1358.6
2866,"Raleigh, NC","11, 21",Natural resources and mining,1174.6,242.1,520.3,419.6,262.7,245.1,235.7,286.1,274.8,339.2,
2867,"Raleigh, NC","42, 44-45",Trade,7080.0,7027.1,6453.5,6654.3,6757.7,7245.9,7638.4,8258.3,8898.0,9283.4,9809.1
2873,"Sacramento--Roseville--Arden-Arcade, CA",11,"  Agriculture, forestry, fishing, and hunting",549.3,566.3,765.3,606.5,525.3,,568.2,594.7,653.2,742.8,653.0
2876,"Sacramento--Roseville--Arden-Arcade, CA",21,"  Mining, quarrying, and oil and gas extraction",160.4,161.4,166.9,103.0,92.5,96.1,88.6,97.2,118.6,119.6,130.1
2880,"Sacramento--Roseville--Arden-Arcade, CA",22,  Utilities,,,,,,,,1124.1,1098.9,,
2881,"Sacramento--Roseville--Arden-Arcade, CA",23,  Construction,6573.4,5608.7,4302.6,3719.4,3925.5,4071.5,4562.9,4726.0,5347.0,5770.3,6075.1
2882,"Sacramento--Roseville--Arden-Arcade, CA",31-33,  Manufacturing,5552.1,5626.8,5033.3,4946.2,4912.9,5665.1,5550.0,5841.7,6186.4,5698.0,5510.2
2904,"Sacramento--Roseville--Arden-Arcade, CA",42,  Wholesale trade,,,,,,4058.0,,,,,
2905,"Sacramento--Roseville--Arden-Arcade, CA",44-45,  Retail trade,6686.6,6075.0,5775.1,6105.5,6161.3,6194.5,6522.1,6608.6,6904.2,7252.7,7549.6
2906,"Sacramento--Roseville--Arden-Arcade, CA",48-49,  Transportation and warehousing,2481.3,2529.3,2107.0,2175.5,2058.1,2055.0,2051.2,,,2095.3,2135.6
2915,"Sacramento--Roseville--Arden-Arcade, CA",51,  Information,4843.1,4545.5,4347.5,3950.0,3629.3,3417.6,3201.3,2787.8,3097.3,3113.2,3287.3
2920,"Sacramento--Roseville--Arden-Arcade, CA","52, 53","  Finance, insurance, real estate, rental, and leasing",21269.0,18559.4,18887.0,18010.8,18323.2,17636.9,18441.5,18652.8,19202.2,19248.6,19367.0
2921,"Sacramento--Roseville--Arden-Arcade, CA",52,   Finance and insurance,5461.0,4856.5,5743.8,5191.7,5750.3,5230.3,5451.2,5281.4,5763.7,5258.0,4883.6
2926,"Sacramento--Roseville--Arden-Arcade, CA",53,   Real estate and rental and leasing,15858.3,13738.7,13143.2,12825.2,12556.7,12411.0,12996.4,13400.6,13431.7,14050.9,14599.9
2929,"Sacramento--Roseville--Arden-Arcade, CA","54, 55, 56",  Professional and business services,10851.2,11628.4,10590.9,11003.1,11247.6,11394.2,11192.9,11829.6,11981.7,13072.4,13628.6
2930,"Sacramento--Roseville--Arden-Arcade, CA",54,"   Professional, scientific, and technical services",7039.0,7644.9,6962.3,7052.3,7222.3,7121.2,6991.3,7199.9,7316.7,7578.8,7780.4
2931,"Sacramento--Roseville--Arden-Arcade, CA",55,   Management of companies and enterprises,902.7,1135.7,1099.4,1175.0,1138.3,1122.2,1216.0,1350.4,1369.2,1498.9,1659.6
2932,"Sacramento--Roseville--Arden-Arcade, CA",56,   Administrative and support and waste management and remediation services,2904.9,2847.0,2529.2,2777.4,2889.2,3159.7,2993.8,3295.4,3311.6,4012.8,4215.6
2935,"Sacramento--Roseville--Arden-Arcade, CA","61, 62","  Educational services, health care, and social assistance",7301.2,7839.2,8003.1,8117.4,8523.8,,9096.6,9339.2,9954.2,10161.8,10623.0
2936,"Sacramento--Roseville--Arden-Arcade, CA",61,   Educational services,644.7,656.7,676.5,706.7,728.8,,634.6,640.4,636.0,570.3,588.7
2937,"Sacramento--Roseville--Arden-Arcade, CA",62,   Health care and social assistance,6656.9,7182.5,7326.6,7410.6,7795.2,8117.0,8468.7,8706.5,9330.8,9612.9,10057.6
2941,"Sacramento--Roseville--Arden-Arcade, CA","71, 72","  Arts, entertainment, recreation, accommodation, and food services",3125.4,3041.3,2718.8,2721.2,2767.9,2951.0,3175.8,3357.0,3614.5,3761.5,3905.4
2942,"Sacramento--Roseville--Arden-Arcade, CA",71,"   Arts, entertainment, and recreation",576.1,616.1,611.4,629.8,616.4,716.9,776.2,779.3,828.1,848.3,923.1
2945,"Sacramento--Roseville--Arden-Arcade, CA",72,   Accommodation and food services,2552.8,2426.3,2107.5,2091.4,2151.4,2234.6,2400.1,2577.1,2785.3,2911.4,2982.9
2948,"Sacramento--Roseville--Arden-Arcade, CA",81,  Other services (except government and government enterprises),2767.6,2643.9,2467.8,2369.8,2350.5,2366.6,2416.3,2496.3,2514.3,2557.3,2657.5
2953,"Sacramento--Roseville--Arden-Arcade, CA","11, 21",Natural resources and mining,712.3,730.4,932.2,708.8,617.2,,657.6,692.3,771.0,863.8,781.5
2954,"Sacramento--Roseville--Arden-Arcade, CA","42, 44-45",Trade,,,,,,10257.5,,,,,
2960,"St. Louis, MO-IL",11,"  Agriculture, forestry, fishing, and hunting",,,,,,,529.2,403.1,306.1,367.4,311.8
2963,"St. Louis, MO-IL",21,"  Mining, quarrying, and oil and gas extraction",,,,,,,,,,,
2967,"St. Louis, MO-IL",22,  Utilities,,,,,,,2187.7,,2035.2,2122.7,2136.3
2968,"St. Louis, MO-IL",23,  Construction,,,,,,,,,,,
2969,"St. Louis, MO-IL",31-33,  Manufacturing,,18944.5,,,,17947.8,17410.9,18457.2,18553.2,17761.9,17815.9
2991,"St. Louis, MO-IL",42,  Wholesale trade,,,,,,,9760.1,,10358.0,10450.1,10813.7
2992,"St. Louis, MO-IL",44-45,  Retail trade,7589.7,7506.6,7192.5,7154.1,7373.6,7644.8,7598.6,7667.9,7799.6,8140.0,8330.4
2993,"St. Louis, MO-IL",48-49,  Transportation and warehousing,,,,,,,3927.2,3930.6,4015.9,3982.1,4002.7
3002,"St. Louis, MO-IL",51,  Information,,,,,,,7684.2,6911.4,,,
3007,"St. Louis, MO-IL","52, 53","  Finance, insurance, real estate, rental, and leasing",22358.9,22125.3,25487.6,26030.4,26026.3,25148.4,26708.0,26722.2,26990.4,,27070.1
3008,"St. Louis, MO-IL",52,   Finance and insurance,9237.2,8191.4,,,,,,10061.0,,,10147.2
3013,"St. Louis, MO-IL",53,   Real estate and rental and leasing,13092.5,14024.8,,,,,,16775.5,,,17055.9
3016,"St. Louis, MO-IL","54, 55, 56",  Professional and business services,19081.4,21296.4,18046.1,18750.9,18723.7,18758.6,19441.8,20225.1,20395.3,20453.9,21213.7
3017,"St. Louis, MO-IL",54,"   Professional, scientific, and technical services",,,,,,,8590.4,8724.3,9368.4,9652.3,9840.2
